ACCESSION_NUMBER,HOLDING_ID,FILENAME_TIMESTAMP,FILING_DATE,ISSUER_NAME,ISSUER_LEI,ISSUER_TITLE,ISSUER_CUSIP,BALANCE,UNIT,OTHER_UNIT_DESC,CURRENCY_CODE,CURRENCY_VALUE,EXCHANGE_RATE,PERCENTAGE,PAYOFF_PROFILE,ASSET_CAT,OTHER_ASSET,ISSUER_TYPE,OTHER_ISSUER,INVESTMENT_COUNTRY,IS_RESTRICTED_SECURITY,FAIR_VALUE_LEVEL,DERIVATIVE_CAT,YYYYQQ,SUBMISSION_FILE_NUM,SUBMISSION_SUB_TYPE,SUBMISSION_IS_LAST_FILING,SUBMISSION_REPORT_ENDING_PERIOD,SUBMISSION_REPORT_DATE,SUBMISSION_FILING_DATE,REGISTRANT_CIK,REGISTRANT_REGISTRANT_NAME,REGISTRANT_FILE_NUM,REGISTRANT_LEI,REGISTRANT_ADDRESS1,REGISTRANT_ADDRESS2,REGISTRANT_CITY,REGISTRANT_STATE,REGISTRANT_COUNTRY,REGISTRANT_ZIP,REGISTRANT_PHONE,FUND_REPORTED_INFO_SERIES_NAME,FUND_REPORTED_INFO_SERIES_ID,FUND_REPORTED_INFO_SERIES_LEI,FUND_REPORTED_INFO_TOTAL_ASSETS,FUND_REPORTED_INFO_TOTAL_LIABILITIES,FUND_REPORTED_INFO_NET_ASSETS,FUND_REPORTED_INFO_ASSETS_ATTRBT_TO_MISC_SECURITY,FUND_REPORTED_INFO_ASSETS_INVESTED,FUND_REPORTED_INFO_BORROWING_PAY_WITHIN_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_WITHIN_1YR,FUND_REPORTED_INFO_OTHER_PAY_WITHIN_1YR,FUND_REPORTED_INFO_BORROWING_PAY_AFTER_1YR,FUND_REPORTED_INFO_CTRLD_COMPANIES_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_AFFILIA_PAY_AFTER_1YR,FUND_REPORTED_INFO_OTHER_PAY_AFTER_1YR,FUND_REPORTED_INFO_DELAYED_DELIVERY,FUND_REPORTED_INFO_STANDBY_COMMITMENT,FUND_REPORTED_INFO_LIQUIDATION_PREFERENCE,FUND_REPORTED_INFO_CASH_NOT_RPTD_IN_C_OR_D,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_INVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_3MON_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_1YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_5YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_10YR_NONINVEST,FUND_REPORTED_INFO_CREDIT_SPREAD_30YR_NONINVEST,FUND_REPORTED_INFO_IS_NON_CASH_COLLATERAL,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON1,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON1,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON2,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON2,FUND_REPORTED_INFO_NET_REALIZE_GAIN_NONDERIV_MON3,FUND_REPORTED_INFO_NET_UNREALIZE_AP_NONDERIV_MON3,FUND_REPORTED_INFO_SALES_FLOW_MON1,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON1,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON1,FUND_REPORTED_INFO_SALES_FLOW_MON2,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON2,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON2,FUND_REPORTED_INFO_SALES_FLOW_MON3,FUND_REPORTED_INFO_REINVESTMENT_FLOW_MON3,FUND_REPORTED_INFO_REDEMPTION_FLOW_MON3,INTEREST_RATE_RISK_INTEREST_RATE_RISK_ID,INTEREST_RATE_RISK_CURRENCY_CODE,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV01,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_3MON_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_1YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_5YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_10YR_DV100,INTEREST_RATE_RISK_INTRST_RATE_CHANGE_30YR_DV100,BORROWER_BORROWER_ID,BORROWER_NAME,BORROWER_LEI,BORROWER_AGGREGATE_VALUE,BORROW_AGGREGATE_BORROW_AGGREGATE_ID,BORROW_AGGREGATE_AMOUNT,BORROW_AGGREGATE_COLLATERAL,BORROW_AGGREGATE_INVESTMENT_CAT,BORROW_AGGREGATE_OTHER_DESC,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN_ID,MONTHLY_TOTAL_RETURN_CLASS_ID,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN1,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN2,MONTHLY_TOTAL_RETURN_MONTHLY_TOTAL_RETURN3,MONTHLY_RETURN_CAT_INSTRUMENT_ASSET_CAT,MONTHLY_RETURN_CAT_INSTRUMENT_INSTRUMENT_KIND,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON1,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON2,MONTHLY_RETURN_CAT_INSTRUMENT_NET_REALIZED_GAIN_MON3,MONTHLY_RETURN_CAT_INSTRUMENT_NET_UNREALIZED_AP_MON3,IDENTIFIERS_IDENTIFIERS_ID,IDENTIFIERS_IDENTIFIER_ISIN,IDENTIFIERS_IDENTIFIER_TICKER,IDENTIFIERS_OTHER_IDENTIFIER,IDENTIFIERS_OTHER_IDENTIFIER_DESC
0001752724-22-184392,70771945,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,7444802.0,PA,,USD,7444802.0,,0.406397121507,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,2664,Voya Variable Funds,811-02514,549300J1AYTJTJWHW556,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA GROWTH AND INCOME PORTFOLIO,S000008703,EGZJ3ZLULHRUEQW4E910,1931615665.61,99712434.51,1831903231.1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,394400.45,,,,,,,,,,,N,9426068.02,-183562373.03,12628283.55,-4443945.06,8465620.59,-156877032.16,698448.68,0.0,-15048241.39,648856.91,56833389.92,-17674970.49,1759641.76,0.0,-14777907.68,,,,,,,,,,,,,469223.0,J.P. Morgan Securities LLC,ZBUT11V806EZRVTWT807,13569848.23,,,,,,476010,C000028788,-7.9842932,0.5478815,-7.3407876,,,,,,,,,,,,,
0001752724-22-184388,70772859,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,3434736.0,PA,,USD,3434736.0,,0.369004683187,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,916403,Voya Variable Products Trust,811-08220,549300CBTNO8II6R5O17,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA MIDCAP OPPORTUNITIES PORTFOLIO,S000008638,54930021W4F6X0DDN123,978882059.18,48071108.4,930810950.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,144336.99,,,,,,,,,,,N,-5901237.37,-113692977.51,-1330982.88,-62361069.38,-4257775.16,-60544335.47,11052823.47,0.0,-17957597.3,2701492.36,0.0,-10529724.62,3365287.49,0.0,-10126346.37,,,,,,,,,,,,,469263.0,STATE STREET BANK AND TRUST COMPANY,571474TGEMMWANRLN572,5236399.51,,,,,,476020,C000163133,-10.031348,-5.8536585,-6.4396743,,,,,,,,,,,,,
0001752724-22-184383,70779034,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,16279938.0,PA,,USD,16279938.0,,1.815787937842,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,1015965,Voya VARIABLE PORTFOLIOS INC,811-07651,549300RRSJVUNTELG112,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA RUSSELLTM SMALL CAP INDEX PORTFOLIO,S000021224,549300EDVR1NTSAPVX61,1115108601.71,218531547.71,896577054.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5541472.57,,,,,,,,,,,N,2706725.58,-108237695.02,2330886.92,-2535371.51,7748742.25,-86922847.55,16167702.07,0.0,-18579860.67,6495321.34,91074737.92,-9536465.34,13880117.02,0.0,-11010831.98,,,,,,,,,,,,,469320.0,Barclays Capital Inc.,AC28XWWI3WIBK2824319,2286008.89,,,,,,476049,C000074926,-9.9430019,0.0338037,-8.2683307,,,,,,,,,,,,,
0001752724-22-184400,70773910,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,2114462.0,PA,,USD,2114462.0,,0.224322758978,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,1015965,Voya VARIABLE PORTFOLIOS INC,811-07651,549300RRSJVUNTELG112,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA RUSSELLTM MID CAP GROWTH INDEX PORTFOLIO,S000025440,549300UTQWGBILWZNY15,963266125.42,20668053.95,942598071.47,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1444886.48,,,,,,,,,,,N,-5844549.76,-133179947.68,-3182642.14,-40406215.56,-107381052.27,29886005.42,2459286.98,0.0,-18020241.84,162333.53,109694674.81,-13073253.57,260528.93,0.0,-14002396.31,,,,,,,,,,,,,469282.0,STATE STREET BANK AND TRUST COMPANY,571474TGEMMWANRLN572,1706.18,,,,,,476025,C000076113,-11.3176078,-3.9175123,-7.5323038,,,,,,,,,,,,,
0001752724-22-183824,70701040,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,13147555.0,PA,,USD,13147555.0,,0.201331885516,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,837276,Voya Investors Trust,811-05629,549300LPMGZECCP9KQ67,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-366-0066,VOYA U.S. STOCK INDEX PORTFOLIO,S000005758,549300XQ4RCN2I5FF728,6706048120.78,175758610.86,6530289509.92,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,12837781.12,,,,,,,,,,,N,109210674.3,-785221326.99,64707260.33,-68658766.0,12498209.19,-590155700.3,145383227.56,0.0,-254374861.86,42154688.32,0.0,-215435837.47,289463061.22,0.0,-133884479.71,,,,,,,,,,,,,468367.0,National Financial Services LLC,549300JRHF1MHHWUAW04,594991.8,,,,,,475522,C000183141,-8.7184374,0.2087683,-8.28125,,,,,,,,,,,,,
0001752724-22-184390,70782213,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,7836364.0,PA,,USD,7836364.0,,0.392786131787,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,1015965,Voya VARIABLE PORTFOLIOS INC,811-07651,549300RRSJVUNTELG112,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA INTERNATIONAL INDEX PORTFOLIO,S000021220,549300OIJ16XZN3TJ131,2142327781.92,147256325.52,1995071456.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5549566.12,,,,,,,,,,,N,-4.8,-153459847.47,-601997.38,23240562.6,-15587149.91,-176429928.5,46135400.34,0.0,-22781744.91,11564221.21,71271116.05,-19589066.86,49383708.48,0.0,-45536898.71,,,,,,,,,,,,,469423.0,Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,14911318.69024806,,,,,,476087,C000074922,-6.4864865,1.7759862,-9.0019569,,,,,,,,,,,,,
0001752724-22-183200,70663420,1641024000,2022-08-19,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,CITADEL SECURITIES LP,17288YAD4,137586.47,PA,,USD,132706.97,,0.158585391933,Long,LON,,CORP,,US,N,2.0,,2022Q2,,NPORT-P,N,30-JUN-2022,30-JUN-2022,19-AUG-2022,1408970,AdvisorShares Trust,811-22110,549300K5KGUMX2I7WM68,4800 Montgomery Lane,Suite 150,Bethesda,US-MD,US,20814,877-843-3831,AdvisorShares Newfleet Multi-Sector Income ETF,S000038247,549300TXPL8N66JNJ546,85425984.29,1744272.89,83681711.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,72092.19,164.48189,6057.45132,10025.16676,1864.55952,50.65705,40.12653,1165.67486,2296.52877,99.22234,0.0,Y,-46459.41,-1023600.96,-187099.9,-169583.43,-352586.68,-942096.59,0.0,0.0,0.0,0.0,0.0,-2075897.32,0.0,0.0,-7281609.65,178520.0,USD,432.95177,5428.45877,9536.3743,3064.4403,408.15901,43295.17498,542845.87294,953637.43097,306444.02325,40815.90055,467991.0,BNP Paribas,R0MUWSFPU8MPRO8K5P83,137107.210905,26821.0,1233106.80139689,657856.53715166,AMBS,,474910,C000117922,-0.98,-0.23,-1.23,,,,,,,,,,,,,
0001752724-22-187706,70906889,1641024000,2022-08-23,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,2721907.0,PA,,USD,2721907.0,,0.211599622624,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,23-AUG-2022,1089951,AMG Funds,811-09521,54930020IDQ6ZIPGNH13,680 Washington Blvd.,Suite 500,Stamford,US-CT,US,06901,800-548-4539,AMG TimesSquare Mid Cap Growth Fund,S000009876,54930080QCSKIPDMDA09,1313039521.6,26691764.34,1286347757.26,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,Y,5485513.34,-139551628.43,-4975276.1,-35966142.08,-13217775.56,-82863365.16,27189153.35,0.0,-28298287.83,15430829.43,0.0,-33045973.11,29219315.25,0.0,-28349246.76,,,,,,,,,,,,,470247.0,Morgan Stanley & Co. LLC,9R7GPTSO7KV3UQJZQ078,10895855.28,27074.0,24871784.97554891,17591052.05619273,UST,,476948,C000027322,-8.55,-2.76,-6.9,,,,,,,,,,,,,
0001145549-22-054761,72569915,1641024000,2022-08-29,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,Citadel Securities LP,17288YAD4,487518.89,PA,,USD,470229.03,,0.1038849239,Long,LON,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,29-AUG-2022,811030,Professionally Managed Portfolios,811-05037,254900BPISCYGRJD2727,615 East Michigan Street,,Milwaukee,US-WI,US,53202,414-765-4324,Muzinich Low Duration Fund,S000054438,549300JDN6HL8FW7BJ81,456276983.99,3632834.86,452644149.13,0.0,0.0,0.04,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,22384330.55,-21592.07,30787.51,20707.36,34.93,0.0,18532.49,12090.89,7212.44,35.81,0.0,N,-3021985.04,-14185383.69,-3085668.94,3663353.7,-758879.9,-16087962.63,7871813.07,349099.91,-14128481.06,5864284.45,349140.33,-14509777.9,8027336.99,299630.58,-11871639.0,184114.0,GBP,1434.37,3327.42,1840.07,0.0,0.0,143436.68,332740.66,184006.41,0.0,0.0,,,,,,,,,,489436,C000170964,-0.67,-0.26,-2.08,,,,,,,,,,,,,
0001752724-22-183200,70663409,1641024000,2022-08-19,CITADEL LP,549300IPM6EKPVUPFL67,Citadel LP,17288XAB0,170000.0,PA,,USD,164834.03,,0.196977364877,Long,DBT,,CORP,,US,N,2.0,,2022Q2,,NPORT-P,N,30-JUN-2022,30-JUN-2022,19-AUG-2022,1408970,AdvisorShares Trust,811-22110,549300K5KGUMX2I7WM68,4800 Montgomery Lane,Suite 150,Bethesda,US-MD,US,20814,877-843-3831,AdvisorShares Newfleet Multi-Sector Income ETF,S000038247,549300TXPL8N66JNJ546,85425984.29,1744272.89,83681711.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,72092.19,164.48189,6057.45132,10025.16676,1864.55952,50.65705,40.12653,1165.67486,2296.52877,99.22234,0.0,Y,-46459.41,-1023600.96,-187099.9,-169583.43,-352586.68,-942096.59,0.0,0.0,0.0,0.0,0.0,-2075897.32,0.0,0.0,-7281609.65,178520.0,USD,432.95177,5428.45877,9536.3743,3064.4403,408.15901,43295.17498,542845.87294,953637.43097,306444.02325,40815.90055,467991.0,BNP Paribas,R0MUWSFPU8MPRO8K5P83,137107.210905,26821.0,1233106.80139689,657856.53715166,AMBS,,474910,C000117922,-0.98,-0.23,-1.23,,,,,,,,,,,,,
0001752724-22-182617,70641694,1641024000,2022-08-18,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP 2021 Term Loan B,17288YAD4,1476983.32,PA,,USD,1424828.09,,0.139708273824,Long,LON,,CORP,,US,N,2.0,,2023Q1,,NPORT-P,N,31-MAR-2023,30-JUN-2022,18-AUG-2022,1320615,Mercer Funds,811-21732,549300J7JB6PJ2JIIB11,99 HIGH STREET,,BOSTON,US-MA,US,02110,617-747-9570,Mercer Opportunistic Fixed Income Fund,S000041478,549300IP3KXY463OLM11,1113537775.0,93678284.22,1019859490.78,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,5197787.5,0.0,0.0,65500576.11,-207.04,-7433.37,-30056.79,-56276.76,-43104.87,-736.27,-23860.12,-116431.95,-56420.82,-16456.11,Y,-4754510.84,-35515093.58,-6826327.01,-7051062.62,-10123684.8,-45091869.31,21211391.27,0.0,8568563.34,21746538.19,0.0,18681717.05,11553760.72,0.0,15341367.89,178470.0,CNY,-94.05,-797.21,-4372.0,-6119.12,-1617.77,-9398.08,-79167.74,-430030.91,-592262.31,-144651.72,467720.0,Barclays Capital Inc.,AC28XWWI3WIBK2824319,4391812.35,26768.0,4636528.39,4524713.13,UST,,474802,C000128968,-3.47,-1.04,-4.57,,,,,,,,,,,,,
0001145549-22-043237,68295496,1641024000,2022-07-25,CITADEL SECURITIES LP,,CITADEL SECURITIES TLB 2.5,000000000,3465000.0,PA,,USD,3348056.25,,0.0549557962,Long,LON,,CORP,,US,N,2.0,,2022Q3,,NPORT-P,N,31-AUG-2022,31-MAY-2022,25-JUL-2022,773757,Columbia Funds Series Trust I,811-04367,549300W5GIE6ZOZOTD82,290 Congress Street,,Boston,US-MA,US,02110,800-345-6611,Columbia Strategic Income Fund,S000010617,K29BNLG80CDBGN0TTQ27,7030738082.07,938466690.94,6092271391.13,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,755056578.14,14096704.16,0.0,1761707.2,455719.2521,11342.9983,45807.4948,461408.6134,1354010.593,206819.2257,343639.6077,398272.1861,682916.6427,243937.9635,N,-7090418.92,-101704257.35,-32327057.82,-241368361.82,-97689418.64,75644600.82,176955640.71,14837511.36,257943756.1,150240991.47,15134031.45,277617826.3,116223593.12,15063872.31,345910375.33,176508.0,IDR,0.085162,1.630822,6.137733,27.955465,9.144252,8.5162,163.0822,613.7733,2795.5465,914.4252,,,,,,,,,,468631,C000029358,-1.37,-3.4,-0.4,,,,,,,,,,,,,
0001752724-22-183508,70684127,1641024000,2022-08-19,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP,17288YAD4,29334440.0912,PA,,USD,28294094.17,,0.088959595108,Long,LON,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,863520,Western Asset Funds Inc,811-06110,5493004NC00X8WKL1P34,620 Eighth Avenue,47th Floor,New York,US-NY,US,10018,1-877-721-1926,Western Asset Core Plus Bond Fund,S000000714,549300M92SFKO7RZX103,34958322434.31,3152766062.92,31805556371.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,470384644.69,1641228076.67,0.0,235762632.82,417001.77,2120415.61,9393893.35,4392000.84,-700092.33,0.0,0.0,0.0,0.0,0.0,N,-85686937.91,-1708090210.19,-235121433.72,228880779.36,-238303444.02,-643458634.14,1170456298.82,69265463.5,-1782533406.01,1049263834.23,73755994.8,-2037028357.28,811400304.17,70702497.48,-1486077422.33,178600.0,AUD,9.36,0.0,116577.54,147867.53,0.0,936.0,0.0,11657753.95,14786752.59,0.0,,,,,,,,,,475184,C000002081,-5.33,0.74,-3.36,,,,,,,,,,,,,
0001752724-22-184399,70786140,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,8886399.0,PA,,USD,8886399.0,,0.73036258063,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,1015965,Voya VARIABLE PORTFOLIOS INC,811-07651,549300RRSJVUNTELG112,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-992-0180,VOYA RUSSELLTM MID CAP INDEX PORTFOLIO,S000021223,549300FGTW91NZJ0MN29,1344594815.99,127884207.36,1216710608.63,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,995152.74,,,,,,,,,,,N,773225.43,-119226666.31,3792883.07,-5748054.78,42955165.63,-184350507.97,7591968.64,0.0,-27025997.64,4548833.53,124119774.89,-16299607.11,21072751.07,0.0,-61961966.73,,,,,,,,,,,,,469460.0,MIRAE ASSET SECURITIES (USA) INC.,25490087B4GFZLJZE912,961485.99,,,,,,476103,C000060429,-7.761194,0.047785,-10.0713012,,,,,,,,,,,,,
0001752724-22-183827,70725455,1641024000,2022-08-19,CITADEL SECURITIES LLC,12UUJYTN7D3SW8KCSG25,CITADEL SECURITIES LLC,000000000,2375542.0,PA,,USD,2375542.0,,0.586390927276,Long,RA,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,837276,Voya Investors Trust,811-05629,549300LPMGZECCP9KQ67,7337 East Doubletree Ranch Road,Suite 100,Scottsdale,US-AZ,US,85258,1-800-366-0066,Voya High Yield Portfolio,S000005794,MO5RG00SQ2DMW7GWL251,435144975.54,30032636.74,405112338.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1686251.51,95.0,0.0,0.0,0.0,0.0,0.0,3402.0,131990.0,44902.0,3286.0,N,-279045.52,-20264235.65,-22502.36,-4437960.7,-395686.71,-33037653.88,867626.33,2030591.72,-7779265.3,1402795.46,1923729.02,-9484598.59,1187586.75,2063071.13,-7248161.24,178675.0,USD,481.0,12688.0,68663.0,29889.0,1390.0,48082.0,1268779.0,6866288.0,2988927.0,138984.0,468637.0,BNP Paribas Securities Corp.,RCNB6OTYUAMMP879YW96,691629.062,,,,,,475692,C000015922,-3.8926203,-0.5772852,-7.1255579,,,,,,,,,,,,,
0001752724-22-166847,68457712,1641024000,2022-07-26,Citadel Securities LP,549300NV5RXBUS3X7L47,Citadel Securities LP,17288YAD4,13559889.5377,PA,,USD,13164957.75,,0.403768189146,Long,LON,,CORP,,US,N,2.0,,2023Q1,,NPORT-P,N,28-FEB-2023,31-MAY-2022,26-JUL-2022,889512,Legg Mason Partners Institutional Trust,811-06740,54930003LJE4ZPPMRV82,620 Eighth Avenue,47thFloor,New York,US-NY,US,10018,1-877-721-1926,Western Asset SMASh Series Core Plus Completion Fund,S000014683,549300S54ZXI065Q3491,3360772576.69,100248814.82,3260523761.87,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1530000.0,0.0,0.0,0.0,0.0,0.0,154305.14,553877.08,1111870.89,-142398.02,-484127.66,N,-31810572.56,-35280927.97,7204918.95,-106191119.97,-11660421.18,-2363786.43,259346559.95,0.0,-132509514.92,141254595.48,0.0,-128855743.7,144990934.12,0.0,-136313887.4,176865.0,EUR,-11181.12,4691.91,92965.09,104753.38,-60478.31,-1118111.77,469191.43,9296509.36,10475337.63,-6047831.46,,,,,,,,,,470174,C000040181,-4.83,-8.99,-0.13,,,,,,,,,,,,,
0001752724-22-183890,70741420,1641024000,2022-08-19,CITADEL SECURITIES LP,549300NV5RXBUS3X7L47,Citadel Securities LP,17288YAD4,162600.1965,PA,,USD,155791.31,,0.003495537728,Long,LON,,CORP,,US,N,2.0,,2022Q4,,NPORT-P,N,31-DEC-2022,30-JUN-2022,19-AUG-2022,814679,Advanced Series Trust,811-05186,549300VWSUPW8FKG9V43,655 Broad Street,17th Floor,Newark,US-NJ,US,07102-4077,1-888-778-2888,AST Core Fixed Income Portfolio,S000019381,Z44J798WPLL9S5JNKY77,5544107571.38,1087245077.2,4456862494.18,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,47040349.87,755449588.39,0.0,26138952.46,50821.71337,132390.3728,1030089.44453,898930.99494,81670.34591,482.67841,19944.24587,52538.80517,23663.14481,1055.91529,N,-47327392.17,-202930705.92,-97991114.41,105025460.86,-47549545.69999999,-76630051.94,15571555.74,0.0,-313686054.15,62292046.25,0.0,-205875507.01,44119369.89,0.0,-324789540.54,178694.0,USD,-21179.00377,358033.25363,1086129.42899,1343521.97577,884523.92987,-2117900.35991,35803325.32975,108612942.88356,134352197.6005,88452392.95159,468829.0,Morgan Stanley & Co. LLC,9R7GPTSO7KV3UQJZQ078,7092370.93,,,,,,475759,C000053820,-4.46,0.46,-2.44,,,,,,,,,,,,,
